year,position,song,artist_main,artist_full,song_and_artist,avg_rank,peak_rank,weeks_on_board
2010,84,Bulletproof,La Roux,La Roux,Bulletproof - La Roux,32.15,8,378
2010,85,Take It Off,Ke$ha,Ke$ha,Take It Off - Ke$ha,32.45,8,210
2010,86,One Time,Justin Bieber,Justin Bieber,One Time - Justin Bieber,32.5,17,94
2010,87,Your Love,Nicki Minaj,Nicki Minaj,Your Love - Nicki Minaj,32.65,14,210
2010,88,Fifteen,Taylor Swi,Taylor Swift,Fifteen - Taylor Swi,32.67,23,111
2010,89,Please Don't Go,Mike Posner,Mike Posner,Please Don't Go - Mike Posner,33.08,16,78
2010,90,Sweet Dreams,Beyonce,Beyonce,Sweet Dreams - Beyonce,33.12,10,204
2010,91,Use Somebody,Kings Of Leon,Kings Of Leon,Use Somebody - Kings Of Leon,33.82,4,572
2010,92,3,Britney Spears,Britney Spears,3 - Britney Spears,34.0,1,155
2010,93,Run This Town,"Jay-Z, Rihanna and Kanye West","Jay-Z, Rihanna & Kanye West","Run This Town - Jay-Z, Rihanna and Kanye West",34.0,2,66
2010,94,Evacuate The Dancefloor,Cascada,Cascada,Evacuate The Dancefloor - Cascada,34.12,25,180
2010,95,Can't Be Tamed,Miley Cyrus,Miley Cyrus,Can't Be Tamed - Miley Cyrus,34.2,8,55
2010,96,Blah Blah Blah,Ke$ha,Ke$ha Featuring 3OH!3,Blah Blah Blah - Ke$ha,34.25,7,210
2010,97,Impossible,Shontelle,Shontelle,Impossible - Shontelle,34.95,13,210
2010,98,Hello,Glee Cast,Glee Cast Featuring Jonathan Groff,Hello - Glee Cast,35.0,35,1
2010,99,My First Kiss,3OH!3,3OH!3 Featuring Ke$ha,My First Kiss - 3OH!3,35.28,9,171
2010,100,Haven't Met You Yet,Michael Buble,Michael Buble,Haven't Met You Yet - Michael Buble,35.3,24,924
2011,1,We Found Love,Rihanna,Rihanna Featuring Calvin Harris,We Found Love - Rihanna,3.69,1,91
2011,2,Without You,David Guetta,David Guetta Featuring Usher,Without You - David Guetta,10.56,4,136
2011,3,Moves Like Jagger,Maroon 5,Maroon 5 Featuring Christina Aguilera,Moves Like Jagger - Maroon 5,11.31,1,351
2011,4,E.T.,Katy Perry,Katy Perry Featuring Kanye West,E.T. - Katy Perry,11.31,1,464
2011,5,Hair,Lady Gaga,Lady Gaga,Hair - Lady Gaga,12.0,12,1
2011,6,Sexy And I Know It,LMFAO,LMFAO,Sexy And I Know It - LMFAO,12.25,2,136
2011,7,Give Me Everything,Pitbull,"Pitbull Featuring Ne-Yo, Afrojack & Nayer",Give Me Everything - Pitbull,12.84,1,741
2011,8,Black And Yellow,Wiz Khalifa,Wiz Khalifa,Black And Yellow - Wiz Khalifa,13.67,1,270
2011,9,What's My Name?,Rihanna,Rihanna Featuring Drake,What's My Name? - Rihanna,14.21,1,217
2011,10,Grenade,Bruno Mars,Bruno Mars,Grenade - Bruno Mars,14.8,1,600
2011,11,How To Love,Lil Wayne,Lil Wayne,How To Love - Lil Wayne,15.62,5,300
2011,12,Party Rock Anthem,LMFAO,LMFAO Featuring Lauren Bennett & GoonRock,Party Rock Anthem - LMFAO,15.64,1,780
2011,13,Tonight (I'm Lovin' You),Enrique Iglesias,Enrique Iglesias Featuring Ludacris & DJ Frank E,Tonight (I'm Lovin' You) - Enrique Iglesias,15.73,4,319
2011,14,Last Friday Night (T.G.I.F.),Katy Perry,Katy Perry,Last Friday Night (T.G.I.F.) - Katy Perry,15.78,1,299
2011,15,Super Bass,Nicki Minaj,Nicki Minaj,Super Bass - Nicki Minaj,16.26,3,595
2011,16,We R Who We R,Ke$ha,Ke$ha,We R Who We R - Ke$ha,16.54,1,182
2011,17,Lighters,Bad Meets Evil,Bad Meets Evil Featuring Bruno Mars,Lighters - Bad Meets Evil,17.59,4,253
2011,18,On The Floor,Jennifer Lopez,Jennifer Lopez Featuring Pitbull,On The Floor - Jennifer Lopez,17.83,3,435
2011,19,Till The World Ends,Britney Spears,Britney Spears Featuring Nicki Minaj & Ke$ha,Till The World Ends - Britney Spears,18.12,3,300
2011,20,F**k You! (Forget You),CeeLo Green,CeeLo Green,F**k You! (Forget You) - CeeLo Green,18.22,2,1040
2011,21,Look At Me Now,Chris Brown,Chris Brown Featuring Lil Wayne & Busta Rhymes,Look At Me Now - Chris Brown,18.26,6,378
2011,22,Born This Way,Lady Gaga,Lady Gaga,Born This Way - Lady Gaga,18.3,1,210
2011,23,The Edge Of Glory,Lady Gaga,Lady Gaga,The Edge Of Glory - Lady Gaga,18.54,3,300
2011,24,You Make Me Feel...,Cobra Starship,Cobra Starship Featuring Sabi,You Make Me Feel... - Cobra Starship,18.78,7,276
2011,25,Firework,Katy Perry,Katy Perry,Firework - Katy Perry,19.06,1,744
2011,26,Headlines,Drake,Drake,Headlines - Drake,19.16,13,190
2011,27,It Will Rain,Bruno Mars,Bruno Mars,It Will Rain - Bruno Mars,19.25,3,78
2011,28,5 O'Clock,T-Pain,T-Pain Featuring Wiz Khalifa & Lily Allen,5 O'Clock - T-Pain,19.25,10,78
2011,29,Inventing Shadows,Dia Frampton,Dia Frampton,Inventing Shadows - Dia Frampton,20.0,20,1
2011,30,Hey Baby (Drop It To The Floor),Pitbull,Pitbull Featuring T-Pain,Hey Baby (Drop It To The Floor) - Pitbull,20.15,7,430
2011,31,S&M,Rihanna,Rihanna Featuring Britney Spears,S&M - Rihanna,20.32,1,350
2011,32,Bottoms Up,Trey Songz,Trey Songz Featuring Nicki Minaj,Bottoms Up - Trey Songz,20.75,6,180
2011,33,Just Can't Get Enough,The Black Eyed Peas,The Black Eyed Peas,Just Can't Get Enough - The Black Eyed Peas,21.0,3,496
2011,34,Coming Home,Diddy - Dirty Money,Diddy - Dirty Money Featuring Skylar Grey,Coming Home - Diddy - Dirty Money,21.05,11,294
2011,35,Rolling In The Deep,Adele,Adele,Rolling In The Deep - Adele,21.18,1,1274
2011,36,Someone Like You,Adele,Adele,Someone Like You - Adele,22.0,1,300
2011,37,Mr. Know It All,Kelly Clarkson,Kelly Clarkson,Mr. Know It All - Kelly Clarkson,22.0,10,120
2011,38,Down On Me,Jeremih,Jeremih Featuring 50 Cent,Down On Me - Jeremih,22.93,4,546
2011,39,6 Foot 7 Foot,Lil Wayne,Lil Wayne Featuring Cory Gunz,6 Foot 7 Foot - Lil Wayne,23.14,9,231
2011,40,Raise Your Glass,P!nk,P!nk,Raise Your Glass - P!nk,23.15,1,410
2011,41,Only Girl (In The World),Rihanna,Rihanna,Only Girl (In The World) - Rihanna,23.54,1,273
2011,42,I'm On One,DJ Khaled,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",I'm On One - DJ Khaled,23.83,10,276
2011,43,The Lazy Song,Bruno Mars,Bruno Mars,The Lazy Song - Bruno Mars,23.96,4,377
2011,44,Good Feeling,Flo Rida,Flo Rida,Good Feeling - Flo Rida,24.08,4,78
2011,45,F**kin' Perfect,P!nk,P!nk,F**kin' Perfect - P!nk,24.13,2,465
2011,46,Blow,Ke$ha,Ke$ha,Blow - Ke$ha,24.52,7,350
2011,47,Like A G6,Far*East Movement,Far*East Movement Featuring Cataracs & Dev,Like A G6 - Far*East Movement,24.62,1,180
2011,48,I Wanna Go,Britney Spears,Britney Spears,I Wanna Go - Britney Spears,24.85,7,210
2011,49,Yeah 3X,Chris Brown,Chris Brown,Yeah 3X - Chris Brown,25.24,15,272
2011,50,The One That Got Away,Katy Perry,Katy Perry,The One That Got Away - Katy Perry,25.3,4,55
2011,51,Just A Kiss,Lady Antebellum,Lady Antebellum,Just A Kiss - Lady Antebellum,25.55,7,561
2011,52,Back To December,Taylor Swi,Taylor Swift,Back To December - Taylor Swi,25.77,6,182
2011,53,Superman,Taylor Swi,Taylor Swift,Superman - Taylor Swi,26.0,26,1
2011,54,She Will,Lil Wayne,Lil Wayne Featuring Drake,She Will - Lil Wayne,26.17,3,171
2011,55,Just The Way You Are,Bruno Mars,Bruno Mars,Just The Way You Are - Bruno Mars,26.63,1,945
2011,56,Just A Dream,Nelly,Nelly,Just A Dream - Nelly,26.73,3,253
2011,57,Honey Bee,Blake Shelton,Blake Shelton,Honey Bee - Blake Shelton,27.1,13,210
2011,58,The Motto,Drake,Drake Featuring Lil Wayne,The Motto - Drake,27.2,18,15
2011,59,Motivation,Kelly Rowland,Kelly Rowland Featuring Lil Wayne,Motivation - Kelly Rowland,27.44,17,325
2011,60,You And I,Lady Gaga,Lady Gaga,You And I - Lady Gaga,27.6,6,210
2011,61,Stereo Hearts,Gym Class Heroes,Gym Class Heroes Featuring Adam Levine,Stereo Hearts - Gym Class Heroes,28.26,4,378
2011,62,I Need A Doctor,Dr. Dre,Dr. Dre Featuring Eminem & Skylar Grey,I Need A Doctor - Dr. Dre,28.4,4,210
2011,63,In The Dark,Dev,Dev,In The Dark - Dev,28.4,11,210
2011,64,Rocketeer,Far*East Movement,Far*East Movement Featuring Ryan Tedder,Rocketeer - Far*East Movement,28.44,7,207
2011,65,The Time (Dirty Bit),The Black Eyed Peas,The Black Eyed Peas,The Time (Dirty Bit) - The Black Eyed Peas,28.53,4,195
2011,66,No Hands,Waka Flocka Flame,Waka Flocka Flame Featuring Roscoe Dash & Wale,No Hands - Waka Flocka Flame,28.72,13,423
2011,67,Good Life,OneRepublic,OneRepublic,Good Life - OneRepublic,28.76,8,629
2011,68,The Show Goes On,Lupe Fiasco,Lupe Fiasco,The Show Goes On - Lupe Fiasco,29.0,9,558
2011,69,Jar Of Hearts,Christina Perri,Christina Perri,Jar Of Hearts - Christina Perri,29.05,17,430
2011,70,DJ Got Us Fallin' In Love,Usher,Usher Featuring Pitbull,DJ Got Us Fallin' In Love - Usher,29.08,4,342
2011,71,If I Die Young,The Band Perry,The Band Perry,If I Die Young - The Band Perry,29.23,14,1155
2011,72,You Da One,Rihanna,Rihanna,You Da One - Rihanna,29.33,14,21
2011,73,Tonight Tonight,Hot Chelle Rae,Hot Chelle Rae,Tonight Tonight - Hot Chelle Rae,29.47,7,465
2011,74,Please Don't Go,Mike Posner,Mike Posner,Please Don't Go - Mike Posner,30.38,16,132
2011,75,What The Hell,Avril Lavigne,Avril Lavigne,What The Hell - Avril Lavigne,30.7,11,210
2011,76,Pumped Up Kicks,Foster The People,Foster The People,Pumped Up Kicks - Foster The People,30.82,3,595
2011,77,Moment 4 Life,Nicki Minaj,Nicki Minaj Featuring Drake,Moment 4 Life - Nicki Minaj,31.13,13,276
2011,78,Dirt Road Anthem,Jason Aldean,Jason Aldean,Dirt Road Anthem - Jason Aldean,31.3,7,378
2011,79,If This Was A Movie,Taylor Swi,Taylor Swift,If This Was A Movie - Taylor Swi,31.5,10,3
2011,80,Stereo Love,Edward Maya and Vika Jigulina,Edward Maya & Vika Jigulina,Stereo Love - Edward Maya and Vika Jigulina,31.89,16,351
2011,81,Animal,Neon Trees,Neon Trees,Animal - Neon Trees,32.25,13,260
2011,82,Dynamite,Taio Cruz,Taio Cruz,Dynamite - Taio Cruz,32.58,2,722
2011,83,Pretty Girl Rock,Keri Hilson,Keri Hilson,Pretty Girl Rock - Keri Hilson,32.84,24,247
2011,84,Light Up The World,Glee Cast,Glee Cast,Light Up The World - Glee Cast,33.0,33,1
2011,85,Written In The Stars,Tinie Tempah,Tinie Tempah Featuring Eric Turner,Written In The Stars - Tinie Tempah,33.25,12,210
2011,86,Secrets,OneRepublic,OneRepublic,Secrets - OneRepublic,33.25,21,236
2011,87,Roll Up,Wiz Khalifa,Wiz Khalifa,Roll Up - Wiz Khalifa,33.32,13,253
2011,88,Red Solo Cup,Toby Keith,Toby Keith,Red Solo Cup - Toby Keith,33.38,17,36
2011,89,More,Usher,Usher,More - Usher,33.76,15,252
2011,90,Right Above It,Lil Wayne,Lil Wayne Featuring Drake,Right Above It - Lil Wayne,33.86,6,147
2011,91,Teenage Dream,Katy Perry,Katy Perry,Teenage Dream - Katy Perry,33.92,1,330
2011,92,Wanted You More,Lady Antebellum,Lady Antebellum,Wanted You More - Lady Antebellum,34.0,34,1
2011,93,Dance (A$$),Big Sean,Big Sean Featuring Nicki Minaj,Dance (A$$) - Big Sean,34.18,12,66
2011,94,It Girl,Jason Derulo,Jason Derulo,It Girl - Jason Derulo,34.26,17,190
2011,95,Country Girl (Shake It For Me),Luke Bryan,Luke Bryan,Country Girl (Shake It For Me) - Luke Bryan,34.7,22,210
2011,96,Remind Me,Brad Paisley Duet With Carrie Underwood,Brad Paisley Duet With Carrie Underwood,Remind Me - Brad Paisley Duet With Carrie Underwood,34.9,17,210
2011,97,Knee Deep,Zac Brown Band,Zac Brown Band Featuring Jimmy Buffett,Knee Deep - Zac Brown Band,34.95,18,210
2011,98,Don't Wanna Go Home,Jason Derulo,Jason Derulo,Don't Wanna Go Home - Jason Derulo,35.27,14,120
2011,99,Who Says,Selena Gomez and The Scene,Selena Gomez & The Scene,Who Says - Selena Gomez and The Scene,35.3,21,210
2011,100,We Are Young,Glee Cast,Glee Cast,We Are Young - Glee Cast,35.5,12,3
2012,1,Die Young,Ke$ha,Ke$ha,Die Young - Ke$ha,5.67,2,78
2012,2,Diamonds,Rihanna,Rihanna,Diamonds - Rihanna,5.92,1,78
2012,3,Gangnam Style,PSY,PSY,Gangnam Style - PSY,9.67,2,120
2012,4,Locked Out Of Heaven,Bruno Mars,Bruno Mars,Locked Out Of Heaven - Bruno Mars,10.36,1,66
2012,5,We Are Never Ever Getting Back Together,Taylor Swi,Taylor Swift,We Are Never Ever Getting Back Together - Taylor Swi,11.11,1,190
2012,6,Payphone,Maroon 5,Maroon 5 Featuring Wiz Khalifa,Payphone - Maroon 5,12.48,2,496
2012,7,State Of Grace,Taylor Swi,Taylor Swift,State Of Grace - Taylor Swi,13.0,13,1
2012,8,I Will Always Love You,Whitney Houston,Whitney Houston,I Will Always Love You - Whitney Houston,13.33,1,84
2012,9,Scream & Shout,will.i.am and Britney Spears,will.i.am & Britney Spears,Scream & Shout - will.i.am and Britney Spears,13.33,12,6
2012,10,Starships,Nicki Minaj,Nicki Minaj,Starships - Nicki Minaj,13.65,5,496
2012,11,Call Me Maybe,Carly Rae Jepsen,Carly Rae Jepsen,Call Me Maybe - Carly Rae Jepsen,14.37,1,946
2012,12,Wide Awake,Katy Perry,Katy Perry,Wide Awake - Katy Perry,15.08,2,351
2012,13,Set Fire To The Rain,Adele,Adele,Set Fire To The Rain - Adele,15.7,1,810
2012,14,Blow Me (One Last Kiss),P!nk,P!nk,Blow Me (One Last Kiss) - P!nk,16.21,5,300
2012,15,Good Time,Owl City and Carly Rae Jepsen,Owl City & Carly Rae Jepsen,Good Time - Owl City and Carly Rae Jepsen,16.75,8,300
2012,16,"Young, Wild & Free",Snoop Dogg and Wiz Khalifa,Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,"Young, Wild & Free - Snoop Dogg and Wiz Khalifa",17.36,7,473
2012,17,It Will Rain,Bruno Mars,Bruno Mars,It Will Rain - Bruno Mars,17.47,3,357
2012,18,Somebody That I Used To Know,Gotye,Gotye Featuring Kimbra,Somebody That I Used To Know - Gotye,17.74,1,1275
2012,19,Part Of Me,Katy Perry,Katy Perry,Part Of Me - Katy Perry,17.86,1,253
2012,20,Boyfriend,Justin Bieber,Justin Bieber,Boyfriend - Justin Bieber,18.05,2,210
2012,21,Stronger (What Doesn't Kill You),Kelly Clarkson,Kelly Clarkson,Stronger (What Doesn't Kill You) - Kelly Clarkson,18.43,1,700
2012,22,Where Have You Been,Rihanna,Rihanna,Where Have You Been - Rihanna,18.84,5,350
2012,23,What Makes You Beautiful,One Direction,One Direction,What Makes You Beautiful - One Direction,19.15,4,595
2012,24,One More Night,Maroon 5,Maroon 5,One More Night - Maroon 5,19.23,1,351
2012,25,We Found Love,Rihanna,Rihanna Featuring Calvin Harris,We Found Love - Rihanna,19.25,1,770
2012,26,The One That Got Away,Katy Perry,Katy Perry,The One That Got Away - Katy Perry,19.57,3,245
2012,27,We Are Young,fun.,fun. Featuring Janelle Monae,We Are Young - fun.,19.92,1,900
2012,28,Domino,Jessie J,Jessie J,Domino - Jessie J,19.95,6,380
2012,29,Good Feeling,Flo Rida,Flo Rida,Good Feeling - Flo Rida,20.0,3,625
2012,30,Clique,"Kanye West, Jay-Z, Big Sean","Kanye West, Jay-Z, Big Sean","Clique - Kanye West, Jay-Z, Big Sean",20.13,12,120
2012,31,Turn Me On,David Guetta,David Guetta Featuring Nicki Minaj,Turn Me On - David Guetta,20.29,4,372
2012,32,Someone Like You,Adele,Adele,Someone Like You - Adele,21.0,1,480
2012,33,Live My Life,Far*East Movement,Far*East Movement Featuring Justin Bieber,Live My Life - Far*East Movement,21.0,21,1
2012,34,Ni**as in Paris,Jay Z Kanye West,Jay Z Kanye West,Ni**as in Paris - Jay Z Kanye West,21.18,5,476
2012,35,The Motto,Drake,Drake Featuring Lil Wayne,The Motto - Drake,21.4,14,615
2012,36,Glad You Came,The Wanted,The Wanted,Glad You Came - The Wanted,21.59,3,703
2012,37,As Long As You Love Me,Justin Bieber,Justin Bieber Featuring Big Sean,As Long As You Love Me - Justin Bieber,22.0,6,351
2012,38,Scream,Usher,Usher,Scream - Usher,22.29,9,231
2012,39,Rack City,Tyga,Tyga,Rack City - Tyga,22.71,7,315
2012,40,International Love,Pitbull,Pitbull Featuring Chris Brown,International Love - Pitbull,22.89,13,323
2012,41,Sexy And I Know It,LMFAO,LMFAO,Sexy And I Know It - LMFAO,23.04,1,767
2012,42,Take Care,Drake,Drake Featuring Rihanna,Take Care - Drake,23.59,7,580
2012,43,Stereo Hearts,Gym Class Heroes,Gym Class Heroes Featuring Adam Levine,Stereo Hearts - Gym Class Heroes,23.8,4,325
2012,44,Headlines,Drake,Drake,Headlines - Drake,24.17,13,135
2012,45,Mercy,"Kanye West, Big Sean, Pusha T, 2 Chainz","Kanye West, Big Sean, Pusha T, 2 Chainz","Mercy - Kanye West, Big Sean, Pusha T, 2 Chainz",24.25,13,528
2012,46,Dance (A$$),Big Sean,Big Sean Featuring Nicki Minaj,Dance (A$$) - Big Sean,24.31,10,234
2012,47,Over You,Cassadee Pope,Cassadee Pope,Over You - Cassadee Pope,25.0,25,1
2012,48,I Cry,Flo Rida,Flo Rida,I Cry - Flo Rida,25.08,6,78
2012,49,Work Out,J. Cole,J. Cole,Work Out - J. Cole,25.83,13,270
2012,50,Home,Phillip Phillips,Phillip Phillips,Home - Phillip Phillips,25.88,7,325
2012,51,Titanium,David Guetta,David Guetta Featuring Sia,Titanium - David Guetta,25.94,7,560
2012,52,Ronan,Taylor Swi,Taylor Swift,Ronan - Taylor Swi,26.0,16,3
2012,53,Wild Ones,Flo Rida,Flo Rida Featuring Sia,Wild Ones - Flo Rida,26.39,5,666
2012,54,Not Over You,Gavin DeGraw,Gavin DeGraw,Not Over You - Gavin DeGraw,26.88,18,440
2012,55,All I Want For Christmas Is You,Mariah Carey,Mariah Carey,All I Want For Christmas Is You - Mariah Carey,27.0,25,5
2012,56,Whistle,Flo Rida,Flo Rida,Whistle - Flo Rida,27.79,1,435
2012,57,Feel So Close,Calvin Harris,Calvin Harris,Feel So Close - Calvin Harris,27.81,12,351
2012,58,Without You,David Guetta,David Guetta Featuring Usher,Without You - David Guetta,27.93,4,329
2012,59,Without You,Glee Cast,Glee Cast,Without You - Glee Cast,28.0,28,1
2012,60,Drive By,Train,Train,Drive By - Train,28.11,10,666
2012,61,Love You Like A Love Song,Selena Gomez and The Scene,Selena Gomez & The Scene,Love You Like A Love Song - Selena Gomez and The Scene,29.25,22,390
2012,62,I Wanna Dance With Somebody (Who Loves Me),Whitney Houston,Whitney Houston,I Wanna Dance With Somebody (Who Loves Me) - Whitney Houston,30.0,1,39
2012,63,Moves Like Jagger,Maroon 5,Maroon 5 Featuring Christina Aguilera,Moves Like Jagger - Maroon 5,30.35,1,874
2012,64,Ass Back Home,Gym Class Heroes,Gym Class Heroes Featuring Neon Hitch,Ass Back Home - Gym Class Heroes,30.41,12,275
2012,65,Party Rock Anthem,LMFAO,LMFAO Featuring Lauren Bennett & GoonRock,Party Rock Anthem - LMFAO,31.28,1,1566
2012,66,Everybody Talks,Neon Trees,Neon Trees,Everybody Talks - Neon Trees,31.36,6,780
2012,67,I Don't Want This Night To End,Luke Bryan,Luke Bryan,I Don't Want This Night To End - Luke Bryan,32.18,22,198
2012,68,Girl On Fire,Alicia Keys,Alicia Keys Featuring Nicki Minaj,Girl On Fire - Alicia Keys,32.2,11,120
2012,69,Some Nights,fun.,fun.,Some Nights - fun.,32.4,3,946
2012,70,I Like It Like That,Hot Chelle Rae,Hot Chelle Rae Featuring New Boyz,I Like It Like That - Hot Chelle Rae,32.44,28,144
2012,71,Pumped Up Kicks,Foster The People,Foster The People,Pumped Up Kicks - Foster The People,32.5,3,225
2012,72,Drunk On You,Luke Bryan,Luke Bryan,Drunk On You - Luke Bryan,32.7,16,299
2012,73,Springsteen,Eric Church,Eric Church,Springsteen - Eric Church,33.09,19,253
2012,74,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,Ne-Yo,Let Me Love You (Until You Learn To Love Yourself) - Ne-Yo,33.35,6,210
2012,75,Good Girl,Carrie Underwood,Carrie Underwood,Good Girl - Carrie Underwood,33.35,18,210
2012,76,Rolling In The Deep,Adele,Adele,Rolling In The Deep - Adele,33.4,1,870
2012,77,You Make Me Feel...,Cobra Starship,Cobra Starship Featuring Sabi,You Make Me Feel... - Cobra Starship,33.5,7,159
2012,78,Want U Back,Cher Lloyd,Cher Lloyd,Want U Back - Cher Lloyd,34.15,12,210
2012,79,Mr. Know It All,Kelly Clarkson,Kelly Clarkson,Mr. Know It All - Kelly Clarkson,34.25,10,156
2012,80,Give Your Heart A Break,Demi Lovato,Demi Lovato,Give Your Heart A Break - Demi Lovato,34.47,16,528
2012,81,Brokenhearted,Karmin,Karmin,Brokenhearted - Karmin,34.64,16,253
2012,82,Make Me Proud,Drake,Drake Featuring Nicki Minaj,Make Me Proud - Drake,35.1,9,155
2012,83,Don't Wake Me Up,Chris Brown,Chris Brown,Don't Wake Me Up - Chris Brown,35.12,10,325
2012,84,Adorn,Miguel,Miguel,Adorn - Miguel,35.25,17,210
2012,85,Red Solo Cup,Toby Keith,Toby Keith,Red Solo Cup - Toby Keith,35.42,15,174
2012,86,Lights,Ellie Goulding,Ellie Goulding,Lights - Ellie Goulding,35.55,2,1377
2012,87,Super Bass,Nicki Minaj,Nicki Minaj,Super Bass - Nicki Minaj,35.8,3,185
2012,88,Mistletoe,Justin Bieber,Justin Bieber,Mistletoe - Justin Bieber,36.0,11,19
2012,89,Beauty And A Beat,Justin Bieber,Justin Bieber Featuring Nicki Minaj,Beauty And A Beat - Justin Bieber,36.8,7,55
2012,90,Too Close,Alex Clare,Alex Clare,Too Close - Alex Clare,37.13,7,741
2012,91,Paradise,Coldplay,Coldplay,Paradise - Coldplay,37.22,15,423
2012,92,"Work Hard, Play Hard",Wiz Khalifa,Wiz Khalifa,"Work Hard, Play Hard - Wiz Khalifa",37.3,17,210
2012,93,Climax,Usher,Usher,Climax - Usher,37.65,17,210
2012,94,I Knew You Were Trouble.,Taylor Swi,Taylor Swift,I Knew You Were Trouble. - Taylor Swi,37.67,3,45
2012,95,It Girl,Jason Derulo,Jason Derulo,It Girl - Jason Derulo,37.67,17,63
2012,96,I Won't Give Up,Jason Mraz,Jason Mraz,I Won't Give Up - Jason Mraz,38.45,8,990
2012,97,Greatest Love Of All,Whitney Houston,Whitney Houston,Greatest Love Of All - Whitney Houston,38.5,1,39
2012,98,Pontoon,Little Big Town,Little Big Town,Pontoon - Little Big Town,39.25,22,210
2012,99,Blown Away,Carrie Underwood,Carrie Underwood,Blown Away - Carrie Underwood,39.41,20,253
2012,100,Skyfall,Adele,Adele,Skyfall - Adele,39.64,8,66
2013,1,The Monster,Eminem,Eminem Featuring Rihanna,The Monster - Eminem,1.86,1,28
2013,2,Wrecking Ball,Miley Cyrus,Miley Cyrus,Wrecking Ball - Miley Cyrus,7.47,1,153
2013,3,Roar,Katy Perry,Katy Perry,Roar - Katy Perry,8.37,1,190
2013,4,"Hold On, We're Going Home",Drake,Drake Featuring Majid Jordan,"Hold On, We're Going Home - Drake",9.68,4,190
2013,5,Applause,Lady Gaga,Lady Gaga,Applause - Lady Gaga,9.78,4,171
2013,6,Holy Grail,Jay Z,Jay Z Featuring Justin Timberlake,Holy Grail - Jay Z,9.78,4,276
2013,7,Story Of My Life,One Direction,One Direction,Story Of My Life - One Direction,10.29,6,28
2013,8,Diana,One Direction,One Direction,Diana - One Direction,11.0,11,1
2013,9,Midnight Memories,One Direction,One Direction,Midnight Memories - One Direction,12.0,12,1
2013,10,Get Lucky,Da,Daft Punk Featuring Pharrell Williams,Get Lucky - Da,13.38,2,435
2013,11,Thrift Shop,Macklemore and Ryan Lewis,Macklemore & Ryan Lewis Featuring Wanz,Thrift Shop - Macklemore and Ryan Lewis,13.55,1,1159
2013,12,Scream & Shout,will.i.am and Britney Spears,will.i.am & Britney Spears,Scream & Shout - will.i.am and Britney Spears,14.76,3,294
