year,position,song,artist_main,artist_full,song_and_artist,avg_rank,peak_rank,weeks_on_board
1973,23,Keep On Truckin' (Part 1),Eddie Kendricks,Eddie Kendricks,Keep On Truckin' (Part 1) - Eddie Kendricks,19.47,1,190
1973,24,Live And Let Die,Wings,Wings,Live And Let Die - Wings,19.5,2,105
1973,25,Also Sprach Zarathustra (2001),Deodato,Deodato,Also Sprach Zarathustra (2001) - Deodato,19.67,2,78
1973,26,Don't Let Me Be Lonely Tonight,James Taylor,James Taylor,Don't Let Me Be Lonely Tonight - James Taylor,19.83,14,51
1973,27,Photograph,Ringo Starr,Ringo Starr,Photograph - Ringo Starr,19.92,1,91
1973,28,Trouble Man,Marvin Gaye,Marvin Gaye,Trouble Man - Marvin Gaye,20.33,7,72
1973,29,Rocky Mountain High,John Denver,John Denver,Rocky Mountain High - John Denver,20.69,9,169
1973,30,Give Me Love - (Give Me Peace On Earth),George Harrison,George Harrison,Give Me Love - (Give Me Peace On Earth) - George Harrison,20.86,1,105
1973,31,Dancing In The Moonlight,King Harvest,King Harvest,Dancing In The Moonlight - King Harvest,20.92,13,198
1973,32,Angie,The Rolling Stones,The Rolling Stones,Angie - The Rolling Stones,20.94,1,136
1973,33,Sing,Carpenters,Carpenters,Sing - Carpenters,21.0,3,105
1973,34,Dueling Banjos,Deliverance/Eric Weissberg and Steve Mandell,Deliverance/Eric Weissberg & Steve Mandell,Dueling Banjos - Deliverance/Eric Weissberg and Steve Mandell,21.07,2,105
1973,35,Higher Ground,Stevie Wonder,Stevie Wonder,Higher Ground - Stevie Wonder,21.29,4,105
1973,36,I Wanna Be With You,Raspberries,Raspberries,I Wanna Be With You - Raspberries,21.4,16,45
1973,37,Just You 'n' Me,Chicago,Chicago,Just You 'n' Me - Chicago,21.43,4,105
1973,38,My Love,Paul McCartney And Wings,Paul McCartney And Wings,My Love - Paul McCartney And Wings,21.5,1,171
1973,39,Superfly,Curtis Mayfield,Curtis Mayfield,Superfly - Curtis Mayfield,21.75,8,92
1973,40,Shambala,Three Dog Night,Three Dog Night,Shambala - Three Dog Night,21.81,3,136
1973,41,Daddy's Home,Jermaine Jackson,Jermaine Jackson,Daddy's Home - Jermaine Jackson,21.86,9,161
1973,42,Daniel,Elton John,Elton John,Daniel - Elton John,22.07,2,120
1973,43,Last Song,Edward Bear,Edward Bear,Last Song - Edward Bear,22.2,3,165
1973,44,Space Race,Billy Preston,Billy Preston,Space Race - Billy Preston,22.27,4,120
1973,45,Living In The Past,Jethro Tull,Jethro Tull,Living In The Past - Jethro Tull,22.4,11,60
1973,46,"Say, Has Anybody Seen My Sweet Gypsy Rose",Dawn,Dawn Featuring Tony Orlando,"Say, Has Anybody Seen My Sweet Gypsy Rose - Dawn",22.69,3,136
1973,47,You Are The Sunshine Of My Life,Stevie Wonder,Stevie Wonder,You Are The Sunshine Of My Life - Stevie Wonder,23.06,1,153
1973,48,Yesterday Once More,Carpenters,Carpenters,Yesterday Once More - Carpenters,23.07,2,105
1973,49,Don't Expect Me To Be Your Friend,Lobo,Lobo,Don't Expect Me To Be Your Friend - Lobo,23.17,8,90
1973,50,Brother Louie,Stories,Stories,Brother Louie - Stories,23.22,1,171
1973,51,Time In A Bottle,Jim Croce,Jim Croce,Time In A Bottle - Jim Croce,23.86,1,28
1973,52,Kodachrome,Paul Simon,Paul Simon,Kodachrome - Paul Simon,24.14,2,105
1973,53,Ramblin Man,The Allman Brothers Band,The Allman Brothers Band,Ramblin Man - The Allman Brothers Band,24.62,2,136
1973,54,Love Jones,Brighter Side Of Darkness,Brighter Side Of Darkness,Love Jones - Brighter Side Of Darkness,24.67,16,81
1973,55,The Cisco Kid,War,War,The Cisco Kid - War,24.8,2,120
1973,56,Heartbeat - It's A Lovebeat,The DeFranco Family,The DeFranco Family featuring Tony DeFranco,Heartbeat - It's A Lovebeat - The DeFranco Family,24.94,3,153
1973,57,Tie A Yellow Ribbon Round The Ole Oak Tree,Dawn,Dawn Featuring Tony Orlando,Tie A Yellow Ribbon Round The Ole Oak Tree - Dawn,25.09,1,276
1973,58,We're An American Band,Grand Funk,Grand Funk,We're An American Band - Grand Funk,25.12,1,153
1973,59,Jambalaya (On The Bayou),The Blue Ridge Rangers,The Blue Ridge Rangers,Jambalaya (On The Bayou) - The Blue Ridge Rangers,25.36,16,121
1973,60,Touch Me In The Morning,Diana Ross,Diana Ross,Touch Me In The Morning - Diana Ross,25.38,1,231
1973,61,I Got A Name,Jim Croce,Jim Croce,I Got A Name - Jim Croce,25.54,10,91
1973,62,I'm Just A Singer (In A Rock And Roll Band),The Moody Blues,The Moody Blues,I'm Just A Singer (In A Rock And Roll Band) - The Moody Blues,25.6,12,55
1973,63,Neither One Of Us (Wants To Be The First To Say Goodbye),Gladys Knight And The Pips,Gladys Knight And The Pips,Neither One Of Us (Wants To Be The First To Say Goodbye) - Gladys Knight And The Pips,25.69,2,136
1973,64,"Bad, Bad Leroy Brown",Jim Croce,Jim Croce,"Bad, Bad Leroy Brown - Jim Croce",25.91,1,253
1973,65,Call Me (Come Back Home),Al Green,Al Green,Call Me (Come Back Home) - Al Green,25.91,10,66
1973,66,Sitting,Cat Stevens,Cat Stevens,Sitting - Cat Stevens,26.0,16,38
1973,67,Leave Me Alone (ruby Red Dress),Helen Reddy,Helen Reddy,Leave Me Alone (ruby Red Dress) - Helen Reddy,26.11,3,45
1973,68,Ain't No Woman (Like The One I've Got),Four Tops,Four Tops,Ain't No Woman (Like The One I've Got) - Four Tops,26.33,4,120
1973,69,If You're Ready (Come Go With Me),The Staple Singers,The Staple Singers,If You're Ready (Come Go With Me) - The Staple Singers,26.4,9,55
1973,70,Paper Roses,Marie Osmond,Marie Osmond,Paper Roses - Marie Osmond,26.44,5,136
1973,71,Gypsy Man,War,War,Gypsy Man - War,26.46,8,91
1973,72,Separate Ways,Elvis Presley,Elvis Presley,Separate Ways - Elvis Presley,26.57,20,63
1973,73,Here I Am Come & Take Me,Al Green,Al Green,Here I Am Come & Take Me - Al Green,26.73,10,120
1973,74,"The Cover Of ""Rolling Stone""",Dr. Hook And The Medicine Show,Dr. Hook And The Medicine Show,"The Cover Of ""Rolling Stone"" - Dr. Hook And The Medicine Show",26.87,6,195
1973,75,Get Down,Gilbert O'Sullivan,Gilbert O'Sullivan,Get Down - Gilbert O'Sullivan,27.13,7,120
1973,76,Masterpiece,The Temptations,The Temptations,Masterpiece - The Temptations,27.14,7,105
1973,77,Smoke On The Water,Deep Purple,Deep Purple,Smoke On The Water - Deep Purple,27.25,4,136
1973,78,Delta Dawn,Helen Reddy,Helen Reddy,Delta Dawn - Helen Reddy,27.3,1,210
1973,79,That Lady (Part 1),The Isley Brothers,The Isley Brothers,That Lady (Part 1) - The Isley Brothers,27.45,6,210
1973,80,The Morning After,Maureen McGovern,Maureen McGovern,The Morning After - Maureen McGovern,27.53,1,120
1973,81,Half-Breed,Cher,Cher,Half-Breed - Cher,27.55,1,210
1973,82,You're A Special Part Of Me,Diana Ross and Marvin Gaye,Diana Ross & Marvin Gaye,You're A Special Part Of Me - Diana Ross and Marvin Gaye,27.67,12,78
1973,83,Saturday Night's Alright For Fighting,Elton John,Elton John,Saturday Night's Alright For Fighting - Elton John,28.33,12,78
1973,84,The Most Beautiful Girl,Charlie Rich,Charlie Rich,The Most Beautiful Girl - Charlie Rich,28.57,1,105
1973,85,Feelin' Stronger Every Day,Chicago,Chicago,Feelin' Stronger Every Day - Chicago,28.81,10,136
1973,86,The Love I Lost (Part 1),Harold Melvin And The Blue Notes,Harold Melvin And The Blue Notes,The Love I Lost (Part 1) - Harold Melvin And The Blue Notes,29.36,7,105
1973,87,All I Know,Garfunkel,Garfunkel,All I Know - Garfunkel,29.36,9,105
1973,88,If You Want Me To Stay,Sly and The Family Stone,Sly & The Family Stone,If You Want Me To Stay - Sly and The Family Stone,29.47,12,153
1973,89,You Ought To Be With Me,Al Green,Al Green,You Ought To Be With Me - Al Green,29.5,3,54
1973,90,Uneasy Rider,Charlie Daniels,Charlie Daniels,Uneasy Rider - Charlie Daniels,29.67,9,78
1973,91,The Night The Lights Went Out In Georgia,Vicki Lawrence,Vicki Lawrence,The Night The Lights Went Out In Georgia - Vicki Lawrence,29.7,1,210
1973,92,Do You Want To Dance?,Bette Midler,Bette Midler,Do You Want To Dance? - Bette Midler,29.71,17,133
1973,93,Stuck In The Middle With You,Stealers Wheel,Stealers Wheel,Stuck In The Middle With You - Stealers Wheel,30.17,6,171
1973,94,It Never Rains In Southern California,Albert Hammond,Albert Hammond,It Never Rains In Southern California - Albert Hammond,30.2,5,70
1973,95,I Believe In You (You Believe In Me),Johnnie Taylor,Johnnie Taylor,I Believe In You (You Believe In Me) - Johnnie Taylor,30.25,11,136
1973,96,I Am Woman,Helen Reddy,Helen Reddy,I Am Woman - Helen Reddy,30.33,1,63
1973,97,Break Up To Make Up,The Stylistics,The Stylistics,Break Up To Make Up - The Stylistics,30.5,5,105
1973,98,Dreidel,Don McLean,Don McLean,Dreidel - Don McLean,30.7,21,75
1973,99,The Twelfth Of Never,Donny Osmond,Donny Osmond,The Twelfth Of Never - Donny Osmond,30.85,8,91
1973,100,Playground In My Mind,Clint Holmes,Clint Holmes,Playground In My Mind - Clint Holmes,31.0,2,276
1974,1,The Joker,The Steve Miller Band,The Steve Miller Band,The Joker - The Steve Miller Band,11.33,1,144
1974,2,You're Sixteen,Ringo Starr,Ringo Starr,You're Sixteen - Ringo Starr,13.08,1,114
1974,3,Smokin' In The Boy's Room,Brownsville Station,Brownsville Station,Smokin' In The Boy's Room - Brownsville Station,14.56,3,135
1974,4,Time In A Bottle,Jim Croce,Jim Croce,Time In A Bottle - Jim Croce,15.0,1,92
1974,5,The Way We Were,Barbra Streisand,Barbra Streisand,The Way We Were - Barbra Streisand,15.24,1,255
1974,6,Show And Tell,Al Wilson,Al Wilson,Show And Tell - Al Wilson,15.45,1,187
1974,7,I've Got To Use My Imagination,Gladys Knight And The Pips,Gladys Knight And The Pips,I've Got To Use My Imagination - Gladys Knight And The Pips,15.5,4,115
1974,8,Let Me Be There,Olivia Newton-John,Olivia Newton-John,Let Me Be There - Olivia Newton-John,16.67,6,162
1974,9,Do It ('til You're Satisfied),B.T. Express,B.T. Express,Do It ('til You're Satisfied) - B.T. Express,17.21,2,105
1974,10,Until You Come Back To Me (That's What I'm Gonna Do),Aretha Franklin,Aretha Franklin,Until You Come Back To Me (That's What I'm Gonna Do) - Aretha Franklin,17.27,3,210
1974,11,"Never, Never Gonna Give Ya Up",Barry White,Barry White,"Never, Never Gonna Give Ya Up - Barry White",17.62,7,116
1974,12,Spiders & Snakes,Jim Stafford,Jim Stafford,Spiders & Snakes - Jim Stafford,17.67,3,240
1974,13,Bennie And The Jets,Elton John,Elton John,Bennie And The Jets - Elton John,17.83,1,171
1974,14,Living For The City,Stevie Wonder,Stevie Wonder,Living For The City - Stevie Wonder,18.22,8,117
1974,15,Love's Theme,Love Unlimited Orchestra,Love Unlimited Orchestra,Love's Theme - Love Unlimited Orchestra,19.59,1,238
1974,16,Lucy In The Sky With Diamonds,Elton John,Elton John,Lucy In The Sky With Diamonds - Elton John,20.2,2,15
1974,17,Angie Baby,Helen Reddy,Helen Reddy,Angie Baby - Helen Reddy,20.45,1,66
1974,18,Jungle Boogie,Kool and The Gang,Kool & The Gang,Jungle Boogie - Kool and The Gang,20.67,4,243
1974,19,The Most Beautiful Girl,Charlie Rich,Charlie Rich,The Most Beautiful Girl - Charlie Rich,21.5,1,148
1974,20,You Ain't Seen Nothing Yet/Free Wheelin',Bachman-Turner Overdrive,Bachman-Turner Overdrive,You Ain't Seen Nothing Yet/Free Wheelin' - Bachman-Turner Overdrive,21.73,1,120
1974,21,TSOP (The Sound Of Philadelphia),MFSB,MFSB Featuring The Three Degrees,TSOP (The Sound Of Philadelphia) - MFSB,22.44,1,171
1974,22,Junior's Farm/Sally G,Paul McCartney And Wings,Paul McCartney And Wings,Junior's Farm/Sally G - Paul McCartney And Wings,22.62,6,36
1974,23,Rock On,David Essex,David Essex,Rock On - David Essex,22.71,5,289
1974,24,Me And Baby Brother,War,War,Me And Baby Brother - War,23.29,15,84
1974,25,Hooked On A Feeling,Blue Swede,Blue Swede,Hooked On A Feeling - Blue Swede,23.41,1,153
1974,26,"You're The First, The Last, My Everything",Barry White,Barry White,"You're The First, The Last, My Everything - Barry White",23.44,3,45
1974,27,(You're) Having My Baby,Paul Anka with Odia Coates,Paul Anka with Odia Coates,(You're) Having My Baby - Paul Anka with Odia Coates,23.53,1,120
1974,28,Helen Wheels,Paul McCartney And Wings,Paul McCartney And Wings,Helen Wheels - Paul McCartney And Wings,23.71,10,70
1974,29,Feel Like Makin' Love,Roberta Flack,Roberta Flack,Feel Like Makin' Love - Roberta Flack,23.94,1,136
1974,30,Best Thing That Ever Happened To Me,Gladys Knight And The Pips,Gladys Knight And The Pips,Best Thing That Ever Happened To Me - Gladys Knight And The Pips,24.53,3,153
1974,31,The Streak,Ray Stevens,Ray Stevens,The Streak - Ray Stevens,24.59,1,153
1974,32,I Shot The Sheriff,Eric Clapton,Eric Clapton,I Shot The Sheriff - Eric Clapton,24.64,1,105
1974,33,The Lord's Prayer,Sister Janet Mead,Sister Janet Mead,The Lord's Prayer - Sister Janet Mead,24.92,4,91
1974,34,Leave Me Alone (ruby Red Dress),Helen Reddy,Helen Reddy,Leave Me Alone (ruby Red Dress) - Helen Reddy,25.0,3,91
1974,35,Nothing From Nothing,Billy Preston,Billy Preston,Nothing From Nothing - Billy Preston,25.39,1,171
1974,36,Dark Lady,Cher,Cher,Dark Lady - Cher,25.69,1,136
1974,37,The Entertainer,"Marvin Hamlisch/""The Sting""","Marvin Hamlisch/""The Sting""","The Entertainer - Marvin Hamlisch/""The Sting""",26.0,3,136
1974,38,Dancing Machine,Jackson 5,Jackson 5,Dancing Machine - Jackson 5,26.05,2,253
1974,39,Oh My My,Ringo Starr,Ringo Starr,Oh My My - Ringo Starr,26.07,5,105
1974,40,Wishing You Were Here,Chicago,Chicago,Wishing You Were Here - Chicago,26.27,11,66
1974,41,Livin' For You,Al Green,Al Green,Livin' For You - Al Green,26.43,19,56
1974,42,Longfellow Serenade,Neil Diamond,Neil Diamond,Longfellow Serenade - Neil Diamond,26.62,5,91
1974,43,I Love,Tom T. Hall,Tom T. Hall,I Love - Tom T. Hall,27.0,12,126
1974,44,Sunshine On My Shoulders,John Denver,John Denver,Sunshine On My Shoulders - John Denver,27.06,1,171
1974,45,Mockingbird,Carly Simon and James Taylor,Carly Simon & James Taylor,Mockingbird - Carly Simon and James Taylor,27.12,5,136
1974,46,Rock Me Gently,Andy Kim,Andy Kim,Rock Me Gently - Andy Kim,27.17,1,171
1974,47,Boogie Down,Eddie Kendricks,Eddie Kendricks,Boogie Down - Eddie Kendricks,27.17,2,171
1974,48,"Can't Get Enough Of Your Love, Babe",Barry White,Barry White,"Can't Get Enough Of Your Love, Babe - Barry White",27.33,1,78
1974,49,Whatever Gets You Thru The Night,John Lennon With The Plastic Ono Nuclear Band,John Lennon With The Plastic Ono Nuclear Band,Whatever Gets You Thru The Night - John Lennon With The Plastic Ono Nuclear Band,27.36,1,105
1974,50,Then Came You,Dionne Warwicke and Spinners,Dionne Warwicke & Spinners,Then Came You - Dionne Warwicke and Spinners,27.37,1,190
1974,51,You Haven't Done Nothin,Stevie Wonder,Stevie Wonder,You Haven't Done Nothin - Stevie Wonder,27.42,1,190
1974,52,Jet,Paul McCartney And Wings,Paul McCartney And Wings,Jet - Paul McCartney And Wings,27.64,7,105
1974,53,Americans,Byron MacGregor,Byron MacGregor,Americans - Byron MacGregor,27.83,4,78
1974,54,Band On The Run,Paul McCartney And Wings,Paul McCartney And Wings,Band On The Run - Paul McCartney And Wings,27.89,1,171
1974,55,Put Your Hands Together,The O'Jays,The O'Jays,Put Your Hands Together - The O'Jays,28.0,10,133
1974,56,Come And Get Your Love,Redbone,Redbone,Come And Get Your Love - Redbone,28.83,5,276
1974,57,I Won't Last A Day Without You,Carpenters,Carpenters,I Won't Last A Day Without You - Carpenters,28.83,11,78
1974,58,Tell Me Something Good,Rufus,Rufus Featuring Chaka Khan,Tell Me Something Good - Rufus,28.94,3,153
1974,59,I Can Help,Billy Swan,Billy Swan,I Can Help - Billy Swan,29.29,1,105
1974,60,When Will I See You Again,The Three Degrees,The Three Degrees,When Will I See You Again - The Three Degrees,29.36,2,105
1974,61,The Loco-Motion,Grand Funk,Grand Funk,The Loco-Motion - Grand Funk,29.55,1,210
1974,62,(i've Been) Searchin' So Long,Chicago,Chicago,(i've Been) Searchin' So Long - Chicago,29.67,9,120
1974,63,Hang On In There Baby,Johnny Bristol,Johnny Bristol,Hang On In There Baby - Johnny Bristol,29.71,8,153
1974,64,Seasons In The Sun,Terry Jacks,Terry Jacks,Seasons In The Sun - Terry Jacks,29.76,1,231
1974,65,Goodbye Yellow Brick Road,Elton John,Elton John,Goodbye Yellow Brick Road - Elton John,30.0,2,98
1974,66,I'm Leaving It (All) Up To You,Donny and Marie Osmond,Donny & Marie Osmond,I'm Leaving It (All) Up To You - Donny and Marie Osmond,30.2,4,120
1974,67,My Melody Of Love,Bobby Vinton,Bobby Vinton,My Melody Of Love - Bobby Vinton,30.33,3,120
1974,68,ANNIE's SONG,John Denver,John Denver,ANNIE's SONG - John Denver,30.35,1,153
1974,69,The Bitch Is Back,Elton John,Elton John,The Bitch Is Back - Elton John,30.36,4,105
1974,70,Cat's In The Cradle,Harry Chapin,Harry Chapin,Cat's In The Cradle - Harry Chapin,30.38,1,91
1974,71,Back Home Again,John Denver,John Denver,Back Home Again - John Denver,30.4,5,120
1974,72,I'll Have To Say I Love You In A Song,Jim Croce,Jim Croce,I'll Have To Say I Love You In A Song - Jim Croce,30.43,9,105
1974,73,Waterloo,ABBA,ABBA,Waterloo - ABBA,30.47,6,153
1974,74,Only You,Ringo Starr,Ringo Starr,Only You - Ringo Starr,30.86,9,28
1974,75,Kung Fu Fighting,Carl Douglas,Carl Douglas,Kung Fu Fighting - Carl Douglas,31.08,1,78
1974,76,Shinin' On,Grand Funk,Grand Funk,Shinin' On - Grand Funk,31.09,11,66
1974,77,Jazzman,Carole King,Carole King,Jazzman - Carole King,31.12,2,136
1974,78,Wildwood Weed,Jim Stafford,Jim Stafford,Wildwood Weed - Jim Stafford,31.14,7,105
1974,79,Ain't Too Proud To Beg,The Rolling Stones,The Rolling Stones,Ain't Too Proud To Beg - The Rolling Stones,31.25,17,36
1974,80,Walk Like A Man,Grand Funk,Grand Funk,Walk Like A Man - Grand Funk,31.33,19,57
1974,81,When I Fall In Love/Are You Lonesome Tonight,Donny Osmond,Donny Osmond,When I Fall In Love/Are You Lonesome Tonight - Donny Osmond,31.57,14,70
1974,82,Must Of Got Lost,The J. Geils Band,The J. Geils Band,Must Of Got Lost - The J. Geils Band,31.62,13,36
1974,83,Can't Get Enough,Bad Company,Bad Company,Can't Get Enough - Bad Company,31.73,5,120
1974,84,Sundown,Gordon Lightfoot,Gordon Lightfoot,Sundown - Gordon Lightfoot,32.0,1,171
1974,85,Boogie On Reggae Woman,Stevie Wonder,Stevie Wonder,Boogie On Reggae Woman - Stevie Wonder,32.0,10,28
1974,86,Midnight Rider,Gregg Allman,Gregg Allman,Midnight Rider - Gregg Allman,32.0,19,75
1974,87,A Very Special Love Song,Charlie Rich,Charlie Rich,A Very Special Love Song - Charlie Rich,32.43,11,105
1974,88,Promised Land,Elvis Presley,Elvis Presley,Promised Land - Elvis Presley,32.6,14,55
1974,89,Love Song,Anne Murray,Anne Murray,Love Song - Anne Murray,32.71,12,147
1974,90,Never My Love,Blue Swede,Blue Swede,Never My Love - Blue Swede,32.82,7,66
1974,91,Rock And Roll Heaven,The Righteous Brothers,The Righteous Brothers,Rock And Roll Heaven - The Righteous Brothers,32.88,3,153
1974,92,Sideshow,Blue Magic,Blue Magic,Sideshow - Blue Magic,32.95,8,231
1974,93,Clap For The Wolfman,The Guess Who,The Guess Who,Clap For The Wolfman - The Guess Who,33.0,6,136
1974,94,Don't Let The Sun Go Down On Me,Elton John,Elton John,Don't Let The Sun Go Down On Me - Elton John,33.07,2,120
1974,95,The Night Chicago Died,Paper Lace,Paper Lace,The Night Chicago Died - Paper Lace,33.53,1,153
1974,96,Top Of The World,Carpenters,Carpenters,Top Of The World - Carpenters,33.57,1,119
1974,97,Everlasting Love,Carl Carlton,Carl Carlton,Everlasting Love - Carl Carlton,34.0,6,120
1974,98,Sha-La-La (Make Me Happy),Al Green,Al Green,Sha-La-La (Make Me Happy) - Al Green,34.0,7,105
1974,99,You Got The Love,Rufus,Rufus Featuring Chaka Khan,You Got The Love - Rufus,34.0,11,78
1974,100,Sister Mary Elephant (Shudd-Up!),Cheech and Chong,Cheech & Chong,Sister Mary Elephant (Shudd-Up!) - Cheech and Chong,34.33,24,57
1975,1,That's The Way (I Like It),KC And The Sunshine Band,KC And The Sunshine Band,That's The Way (I Like It) - KC And The Sunshine Band,11.6,1,55
1975,2,Some Kind Of Wonderful,Grand Funk,Grand Funk,Some Kind Of Wonderful - Grand Funk,12.7,3,85
1975,3,Island Girl,Elton John,Elton John,Island Girl - Elton John,14.42,1,78
1975,4,Boogie On Reggae Woman,Stevie Wonder,Stevie Wonder,Boogie On Reggae Woman - Stevie Wonder,14.7,3,125
1975,5,Laughter In The Rain,Neil Sedaka,Neil Sedaka,Laughter In The Rain - Neil Sedaka,14.78,1,144
1975,6,Pick Up The Pieces,AWB,AWB,Pick Up The Pieces - AWB,16.92,1,143
1975,7,Best Of My Love,Eagles,Eagles,Best Of My Love - Eagles,17.71,1,175
1975,8,Let's Do It Again,The Staple Singers,The Staple Singers,Let's Do It Again - The Staple Singers,17.8,1,55
1975,9,Love Rollercoaster,Ohio Players,Ohio Players,Love Rollercoaster - Ohio Players,18.29,4,28
1975,10,Black Water,The Doobie Brothers,The Doobie Brothers,Black Water - The Doobie Brothers,18.6,1,150
1975,11,"You're The First, The Last, My Everything",Barry White,Barry White,"You're The First, The Last, My Everything - Barry White",18.83,2,75
1975,12,Mandy,Barry Manilow,Barry Manilow,Mandy - Barry Manilow,19.11,1,108
1975,13,I'm Sorry,John Denver,John Denver,I'm Sorry - John Denver,19.78,1,171
1975,14,One Of These Nights,Eagles,Eagles,One Of These Nights - Eagles,20.0,1,153
1975,15,Listen To What The Man Said,Wings,Wings,Listen To What The Man Said - Wings,20.57,1,105
1975,16,"Fly, Robin, Fly",Silver Convention,Silver Convention,"Fly, Robin, Fly - Silver Convention",20.58,1,78
1975,17,The Way I Want To Touch You,Captain and Tennille,Captain & Tennille,The Way I Want To Touch You - Captain and Tennille,20.79,4,105
1975,18,Fox On The Run,Sweet,Sweet,Fox On The Run - Sweet,20.86,8,28
1975,19,When Will I Be Loved,Linda Ronstadt,Linda Ronstadt,When Will I Be Loved - Linda Ronstadt,21.2,2,120
1975,20,I Write The Songs,Barry Manilow,Barry Manilow,I Write The Songs - Barry Manilow,21.57,6,28
1975,21,Please Mr. Please,Olivia Newton-John,Olivia Newton-John,Please Mr. Please - Olivia Newton-John,22.13,3,120
1975,22,Get Dancin',Disco Tex and The Sex-O-Lettes,Disco Tex & The Sex-O-Lettes Featuring Sir Monti Rock III,Get Dancin' - Disco Tex and The Sex-O-Lettes,22.22,10,99
1975,23,Philadelphia Freedom,The Elton John Band,The Elton John Band,Philadelphia Freedom - The Elton John Band,22.24,1,231
1975,24,He Don't Love You (Like I Love You),Tony Orlando and Dawn,Tony Orlando & Dawn,He Don't Love You (Like I Love You) - Tony Orlando and Dawn,22.36,1,105
1975,25,Heat Wave/love Is A Rose,Linda Ronstadt,Linda Ronstadt,Heat Wave/love Is A Rose - Linda Ronstadt,22.54,5,91
1975,26,Rock N' Roll (I Gave You The Best Years Of My Life),Mac Davis,Mac Davis,Rock N' Roll (I Gave You The Best Years Of My Life) - Mac Davis,22.86,15,56
1975,27,You're No Good,Linda Ronstadt,Linda Ronstadt,You're No Good - Linda Ronstadt,22.92,1,126
1975,28,My Eyes Adored You,Frankie Valli,Frankie Valli,My Eyes Adored You - Frankie Valli,23.0,1,255
1975,29,Bad Blood,Neil Sedaka,Neil Sedaka,Bad Blood - Neil Sedaka,23.36,1,105
1975,30,Only You,Ringo Starr,Ringo Starr,Only You - Ringo Starr,23.83,6,63
1975,31,Rhinestone Cowboy,Glen Campbell,Glen Campbell,Rhinestone Cowboy - Glen Campbell,23.87,1,276
1975,32,#9 Dream,John Lennon,John Lennon,#9 Dream - John Lennon,24.1,9,75
1975,33,Lonely People,America,America,Lonely People - America,24.31,5,104
1975,34,Old Days,Chicago,Chicago,Old Days - Chicago,24.73,5,66
1975,35,Nights On Broadway,Bee Gees,Bee Gees,Nights On Broadway - Bee Gees,24.92,7,91
1975,36,Doctor's Orders,Carol Douglas,Carol Douglas,Doctor's Orders - Carol Douglas,25.64,11,121
1975,37,Fire,Ohio Players,Ohio Players,Fire - Ohio Players,25.64,1,147
1975,38,Someone Saved My Life Tonight,Elton John,Elton John,Someone Saved My Life Tonight - Elton John,25.69,4,91
1975,39,Lyin' Eyes,Eagles,Eagles,Lyin' Eyes - Eagles,25.71,2,105
1975,40,Lady,Styx,Styx,Lady - Styx,25.79,6,147
1975,41,Lucy In The Sky With Diamonds,Elton John,Elton John,Lucy In The Sky With Diamonds - Elton John,26.0,1,90
1975,42,Never Can Say Goodbye,Gloria Gaynor,Gloria Gaynor,Never Can Say Goodbye - Gloria Gaynor,26.0,9,108
1975,43,Love Won't Let Me Wait,Major Harris,Major Harris,Love Won't Let Me Wait - Major Harris,26.11,5,171
1975,44,Please Mr. Postman,Carpenters,Carpenters,Please Mr. Postman - Carpenters,26.27,1,132
1975,45,My Little Town,Simon and Garfunkel,Simon & Garfunkel,My Little Town - Simon and Garfunkel,26.27,9,66
1975,46,Miracles,Jefferson Starship,Jefferson Starship,Miracles - Jefferson Starship,26.29,3,153
1975,47,Jive Talkin',Bee Gees,Bee Gees,Jive Talkin' - Bee Gees,26.35,1,153
1975,48,Lovin' You,Minnie Riperton,Minnie Riperton,Lovin' You - Minnie Riperton,26.5,1,171
1975,49,Express,B.T. Express,B.T. Express,Express - B.T. Express,26.73,4,120
1975,50,Sister Golden Hair,America,America,Sister Golden Hair - America,26.75,1,136
1975,51,One Man Woman/One Woman Man,Paul Anka with Odia Coates,Paul Anka with Odia Coates,One Man Woman/One Woman Man - Paul Anka with Odia Coates,26.88,7,100
1975,52,Only Yesterday,Carpenters,Carpenters,Only Yesterday - Carpenters,26.92,4,91
1975,53,Look In My Eyes Pretty Woman,Tony Orlando and Dawn,Tony Orlando & Dawn,Look In My Eyes Pretty Woman - Tony Orlando and Dawn,27.0,11,75
1975,54,Fight The Power Part 1,The Isley Brothers,The Isley Brothers,Fight The Power Part 1 - The Isley Brothers,27.22,4,171
1975,55,The Last Game Of The Season (A Blind Man In The Bleachers),David Geddes,David Geddes,The Last Game Of The Season (A Blind Man In The Bleachers) - David Geddes,27.71,18,28
1975,56,Bad Time,Grand Funk,Grand Funk,Bad Time - Grand Funk,27.8,4,120
1975,57,Morning Side Of The Mountain,Donny and Marie Osmond,Donny & Marie Osmond,Morning Side Of The Mountain - Donny and Marie Osmond,27.89,8,108
1975,58,Shining Star,"Earth, Wind and Fire","Earth, Wind & Fire","Shining Star - Earth, Wind and Fire",28.0,1,210
1975,59,Low Rider,War,War,Low Rider - War,28.07,7,120
1975,60,I'm Not Lisa,Jessi Colter,Jessi Colter,I'm Not Lisa - Jessi Colter,28.24,4,153
1975,61,Dark Horse,George Harrison,George Harrison,Dark Horse - George Harrison,28.25,15,34
1975,62,Have You Never Been Mellow,Olivia Newton-John,Olivia Newton-John,Have You Never Been Mellow - Olivia Newton-John,28.44,1,136
